Address:,USB0::0x0957::0x179B::MY54313426::0::INSTR,,Analog Channels,,
,,,-0.0226562504375,-0.00412989966571331,
,,,-0.022604167105,-0.00425552780507132,
,,,-0.0225520837725,-0.00425552780507132,
,,,-0.02250000044,-0.00425552780507132,
,,,-0.0224479171075,-0.00425552780507132,
,,,-0.022395833775,-0.00425552780507132,
,,,-0.0223437504425,-0.00412989966571331,
,,,-0.02229166711,-0.00425552780507132,
,,,-0.0222395837775,-0.00425552780507132,
,,,-0.022187500445,-0.00425552780507132,
,,,-0.0221354171125,-0.00438115594442934,
,,,-0.02208333378,-0.00438115594442934,
,,,-0.0220312504475,-0.00412989966571331,
,,,-0.021979167115,-0.00412989966571331,
,,,-0.0219270837825,-0.00425552780507132,
,,,-0.02187500045,-0.00412989966571331,
,,,-0.0218229171175,-0.00425552780507132,
,,,-0.021770833785,-0.00425552780507132,
,,,-0.0217187504525,-0.00412989966571331,
,,,-0.02166666712,-0.00425552780507132,
,,,-0.0216145837875,-0.00412989966571331,
,,,-0.021562500455,-0.00412989966571331,
,,,-0.0215104171225,-0.00425552780507132,
,,,-0.02145833379,-0.00425552780507132,
,,,-0.0214062504575,-0.00438115594442934,
,,,-0.021354167125,-0.00425552780507132,
,,,-0.0213020837925,-0.00425552780507132,
,,,-0.02125000046,-0.00425552780507132,
,,,-0.0211979171275,-0.00425552780507132,
,,,-0.021145833795,-0.00425552780507132,
,,,-0.0210937504625,-0.00425552780507132,
,,,-0.02104166713,-0.00425552780507132,
,,,-0.0209895837975,-0.00425552780507132,
,,,-0.020937500465,-0.00425552780507132,
,,,-0.0208854171325,-0.00425552780507132,
,,,-0.0208333338,-0.00425552780507132,
,,,-0.0207812504675,-0.00425552780507132,
,,,-0.020729167135,-0.00425552780507132,
,,,-0.0206770838025,-0.00425552780507132,
,,,-0.02062500047,-0.00425552780507132,
,,,-0.0205729171375,-0.00425552780507132,
,,,-0.020520833805,-0.00425552780507132,
,,,-0.0204687504725,-0.00425552780507132,
,,,-0.02041666714,-0.00425552780507132,
,,,-0.0203645838075,-0.00425552780507132,
,,,-0.020312500475,-0.00425552780507132,
,,,-0.0202604171425,-0.00425552780507132,
,,,-0.02020833381,-0.00425552780507132,
,,,-0.0201562504775,-0.00425552780507132,
,,,-0.020104167145,-0.00425552780507132,
,,,-0.0200520838125,-0.00412989966571331,
,,,-0.02000000048,-0.00425552780507132,
,,,-0.0199479171475,-0.00425552780507132,
,,,-0.019895833815,-0.00425552780507132,
,,,-0.0198437504825,-0.00425552780507132,
,,,-0.01979166715,-0.00425552780507132,
,,,-0.0197395838175,-0.00425552780507132,
,,,-0.019687500485,-0.00425552780507132,
,,,-0.0196354171525,-0.00425552780507132,
,,,-0.01958333382,-0.00425552780507132,
,,,-0.0195312504875,-0.00425552780507132,
,,,-0.019479167155,-0.00425552780507132,
,,,-0.0194270838225,-0.00425552780507132,
,,,-0.01937500049,-0.00425552780507132,
,,,-0.0193229171575,-0.00425552780507132,
,,,-0.019270833825,-0.00412989966571331,
,,,-0.0192187504925,-0.00425552780507132,
,,,-0.01916666716,-0.00425552780507132,
,,,-0.0191145838275,-0.00412989966571331,
,,,-0.019062500495,-0.00425552780507132,
,,,-0.0190104171625,-0.00412989966571331,
,,,-0.01895833383,-0.00412989966571331,
,,,-0.0189062504975,-0.00412989966571331,
,,,-0.018854167165,-0.00425552780507132,
,,,-0.0188020838325,-0.00412989966571331,
,,,-0.0187500005,-0.00425552780507132,
,,,-0.0186979171675,-0.00412989966571331,
,,,-0.018645833835,-0.00425552780507132,
,,,-0.0185937505025,-0.00425552780507132,
,,,-0.01854166717,-0.00425552780507132,
,,,-0.0184895838375,-0.00425552780507132,
,,,-0.018437500505,-0.00438115594442934,
,,,-0.0183854171725,-0.00425552780507132,
,,,-0.01833333384,-0.00425552780507132,
,,,-0.0182812505075,-0.00425552780507132,
,,,-0.018229167175,-0.00412989966571331,
,,,-0.0181770838425,-0.00412989966571331,
,,,-0.01812500051,-0.00412989966571331,
,,,-0.0180729171775,-0.00425552780507132,
,,,-0.018020833845,-0.00425552780507132,
,,,-0.0179687505125,-0.00412989966571331,
,,,-0.01791666718,-0.00425552780507132,
,,,-0.0178645838475,-0.00412989966571331,
,,,-0.017812500515,-0.00425552780507132,
,,,-0.0177604171825,-0.00438115594442934,
,,,-0.01770833385,-0.00425552780507132,
,,,-0.0176562505175,-0.00425552780507132,
,,,-0.017604167185,-0.00438115594442934,
,,,-0.0175520838525,-0.00425552780507132,
,,,-0.01750000052,-0.00425552780507132,
,,,-0.0174479171875,-0.00425552780507132,
,,,-0.017395833855,-0.00425552780507132,
,,,-0.0173437505225,-0.00412989966571331,
,,,-0.01729166719,-0.00425552780507132,
,,,-0.0172395838575,-0.00425552780507132,
,,,-0.017187500525,-0.00425552780507132,
,,,-0.0171354171925,-0.00425552780507132,
,,,-0.01708333386,-0.00425552780507132,
,,,-0.0170312505275,-0.00425552780507132,
,,,-0.016979167195,-0.00425552780507132,
,,,-0.0169270838625,-0.00425552780507132,
,,,-0.01687500053,-0.00425552780507132,
,,,-0.0168229171975,-0.00425552780507132,
,,,-0.016770833865,-0.00425552780507132,
,,,-0.0167187505325,-0.00425552780507132,
,,,-0.0166666672,-0.00425552780507132,
,,,-0.0166145838675,-0.00412989966571331,
,,,-0.016562500535,-0.00412989966571331,
,,,-0.0165104172025,-0.00425552780507132,
,,,-0.01645833387,-0.00412989966571331,
,,,-0.0164062505375,-0.00425552780507132,
,,,-0.016354167205,-0.00425552780507132,
,,,-0.0163020838725,-0.00425552780507132,
,,,-0.01625000054,-0.00425552780507132,
,,,-0.0161979172075,-0.00425552780507132,
,,,-0.016145833875,-0.00425552780507132,
,,,-0.0160937505425,-0.00425552780507132,
,,,-0.01604166721,-0.00425552780507132,
,,,-0.0159895838775,-0.00425552780507132,
,,,-0.015937500545,-0.00425552780507132,
,,,-0.0158854172125,-0.00425552780507132,
,,,-0.01583333388,-0.00425552780507132,
,,,-0.0157812505475,-0.00425552780507132,
,,,-0.015729167215,-0.00425552780507132,
,,,-0.0156770838825,-0.00425552780507132,
,,,-0.01562500055,-0.00425552780507132,
,,,-0.0155729172175,-0.00438115594442934,
,,,-0.015520833885,-0.00425552780507132,
,,,-0.0154687505525,-0.00412989966571331,
,,,-0.01541666722,-0.00425552780507132,
,,,-0.0153645838875,-0.00425552780507132,
,,,-0.015312500555,-0.00425552780507132,
,,,-0.0152604172225,-0.00425552780507132,
,,,-0.01520833389,-0.00425552780507132,
,,,-0.0151562505575,-0.00425552780507132,
,,,-0.015104167225,-0.00425552780507132,
,,,-0.0150520838925,-0.00425552780507132,
,,,-0.01500000056,-0.00425552780507132,
,,,-0.0149479172275,-0.00425552780507132,
,,,-0.014895833895,-0.00425552780507132,
,,,-0.0148437505625,-0.00425552780507132,
,,,-0.01479166723,-0.00425552780507132,
,,,-0.0147395838975,-0.00425552780507132,
,,,-0.014687500565,-0.00425552780507132,
,,,-0.0146354172325,-0.00425552780507132,
,,,-0.0145833339,-0.00425552780507132,
,,,-0.0145312505675,-0.00412989966571331,
,,,-0.014479167235,-0.00425552780507132,
,,,-0.0144270839025,-0.00425552780507132,
,,,-0.01437500057,-0.00425552780507132,
,,,-0.0143229172375,-0.00425552780507132,
,,,-0.014270833905,-0.00425552780507132,
,,,-0.0142187505725,-0.00412989966571331,
,,,-0.01416666724,-0.00425552780507132,
,,,-0.0141145839075,-0.00412989966571331,
,,,-0.014062500575,-0.00425552780507132,
,,,-0.0140104172425,-0.00412989966571331,
,,,-0.01395833391,-0.00425552780507132,
,,,-0.0139062505775,-0.00425552780507132,
,,,-0.013854167245,-0.00425552780507132,
,,,-0.0138020839125,-0.00425552780507132,
,,,-0.01375000058,-0.00425552780507132,
,,,-0.0136979172475,-0.00412989966571331,
,,,-0.013645833915,-0.00425552780507132,
,,,-0.0135937505825,-0.00425552780507132,
,,,-0.01354166725,-0.00438115594442934,
,,,-0.0134895839175,-0.00425552780507132,
,,,-0.013437500585,-0.00425552780507132,
,,,-0.0133854172525,-0.00425552780507132,
,,,-0.01333333392,-0.00425552780507132,
,,,-0.0132812505875,-0.00438115594442934,
,,,-0.013229167255,-0.00425552780507132,
,,,-0.0131770839225,-0.00412989966571331,
,,,-0.01312500059,-0.00412989966571331,
,,,-0.0130729172575,-0.00425552780507132,
,,,-0.013020833925,-0.00425552780507132,
,,,-0.0129687505925,-0.00425552780507132,
,,,-0.01291666726,-0.00412989966571331,
,,,-0.0128645839275,-0.00425552780507132,
,,,-0.012812500595,-0.00425552780507132,
,,,-0.0127604172625,-0.00412989966571331,
,,,-0.01270833393,-0.00425552780507132,
,,,-0.0126562505975,-0.00425552780507132,
,,,-0.012604167265,-0.00412989966571331,
,,,-0.0125520839325,-0.00425552780507132,
,,,-0.0125000006,-0.00425552780507132,
,,,-0.0124479172675,-0.00412989966571331,
,,,-0.012395833935,-0.00425552780507132,
,,,-0.0123437506025,-0.00412989966571331,
,,,-0.01229166727,-0.00425552780507132,
,,,-0.0122395839375,-0.00425552780507132,
,,,-0.012187500605,-0.00425552780507132,
,,,-0.0121354172725,-0.00425552780507132,
,,,-0.01208333394,-0.00425552780507132,
,,,-0.0120312506075,-0.00412989966571331,
,,,-0.011979167275,-0.00425552780507132,
,,,-0.0119270839425,-0.00425552780507132,
,,,-0.01187500061,-0.00412989966571331,
,,,-0.0118229172775,-0.00425552780507132,
,,,-0.011770833945,-0.00425552780507132,
,,,-0.0117187506125,-0.00425552780507132,
,,,-0.01166666728,-0.00425552780507132,
,,,-0.0116145839475,-0.00425552780507132,
,,,-0.011562500615,-0.00425552780507132,
,,,-0.0115104172825,-0.00425552780507132,
,,,-0.01145833395,-0.00425552780507132,
,,,-0.0114062506175,-0.00425552780507132,
,,,-0.011354167285,-0.00425552780507132,
,,,-0.0113020839525,-0.00425552780507132,
,,,-0.01125000062,-0.00425552780507132,
,,,-0.0111979172875,-0.00425552780507132,
,,,-0.011145833955,-0.00412989966571331,
,,,-0.0110937506225,-0.00425552780507132,
,,,-0.01104166729,-0.00425552780507132,
,,,-0.0109895839575,-0.00412989966571331,
,,,-0.010937500625,-0.00425552780507132,
,,,-0.0108854172925,-0.00425552780507132,
,,,-0.01083333396,-0.00425552780507132,
,,,-0.0107812506275,-0.00412989966571331,
,,,-0.010729167295,-0.00425552780507132,
,,,-0.0106770839625,-0.00425552780507132,
,,,-0.01062500063,-0.00425552780507132,
,,,-0.0105729172975,-0.00425552780507132,
,,,-0.010520833965,-0.00425552780507132,
,,,-0.0104687506325,-0.00425552780507132,
,,,-0.0104166673,-0.00425552780507132,
,,,-0.0103645839675,-0.00425552780507132,
,,,-0.010312500635,-0.00425552780507132,
,,,-0.0102604173025,-0.00425552780507132,
,,,-0.01020833397,-0.00425552780507132,
,,,-0.0101562506375,-0.00425552780507132,
,,,-0.010104167305,-0.00425552780507132,
,,,-0.0100520839725,-0.00425552780507132,
,,,-0.01000000064,-0.00425552780507132,
,,,-0.0099479173075,-0.00425552780507132,
,,,-0.009895833975,-0.00425552780507132,
,,,-0.0098437506425,-0.00425552780507132,
,,,-0.00979166731,-0.00425552780507132,
,,,-0.0097395839775,-0.00425552780507132,
,,,-0.009687500645,-0.00425552780507132,
,,,-0.0096354173125,-0.00425552780507132,
,,,-0.00958333398,-0.00412989966571331,
,,,-0.0095312506475,-0.00425552780507132,
,,,-0.009479167315,-0.00425552780507132,
,,,-0.0094270839825,-0.00425552780507132,
,,,-0.00937500065,-0.00425552780507132,
,,,-0.0093229173175,-0.00412989966571331,
,,,-0.009270833985,-0.00425552780507132,
,,,-0.0092187506525,-0.00412989966571331,
,,,-0.00916666732,-0.00425552780507132,
,,,-0.0091145839875,-0.00412989966571331,
,,,-0.009062500655,-0.00412989966571331,
,,,-0.0090104173225,-0.00425552780507132,
,,,-0.00895833399,-0.00412989966571331,
,,,-0.0089062506575,-0.00425552780507132,
,,,-0.008854167325,-0.00412989966571331,
,,,-0.0088020839925,-0.00412989966571331,
,,,-0.00875000066,-0.00412989966571331,
,,,-0.0086979173275,-0.00412989966571331,
,,,-0.008645833995,-0.00412989966571331,
,,,-0.0085937506625,-0.00412989966571331,
,,,-0.00854166733,-0.00425552780507132,
,,,-0.0084895839975,-0.00425552780507132,
,,,-0.008437500665,-0.00425552780507132,
,,,-0.0083854173325,-0.00425552780507132,
,,,-0.008333334,-0.00412989966571331,
,,,-0.0082812506675,-0.00425552780507132,
,,,-0.008229167335,-0.00425552780507132,
,,,-0.0081770840025,-0.00425552780507132,
,,,-0.00812500067,-0.00425552780507132,
,,,-0.0080729173375,-0.00425552780507132,
,,,-0.008020834005,-0.00425552780507132,
,,,-0.0079687506725,-0.00412989966571331,
,,,-0.00791666734,-0.00412989966571331,
,,,-0.0078645840075,-0.00425552780507132,
,,,-0.007812500675,-0.00412989966571331,
,,,-0.0077604173425,-0.00412989966571331,
,,,-0.00770833401,-0.00425552780507132,
,,,-0.0076562506775,-0.00425552780507132,
,,,-0.007604167345,-0.00412989966571331,
,,,-0.0075520840125,-0.00425552780507132,
,,,-0.00750000068,-0.00425552780507132,
,,,-0.0074479173475,-0.00425552780507132,
,,,-0.007395834015,-0.00425552780507132,
,,,-0.0073437506825,-0.00425552780507132,
,,,-0.00729166735,-0.00425552780507132,
,,,-0.0072395840175,-0.00425552780507132,
,,,-0.007187500685,-0.00425552780507132,
,,,-0.0071354173525,-0.00425552780507132,
,,,-0.00708333402,-0.00425552780507132,
,,,-0.0070312506875,-0.00425552780507132,
,,,-0.006979167355,-0.00425552780507132,
,,,-0.0069270840225,-0.00425552780507132,
,,,-0.00687500069,-0.00425552780507132,
,,,-0.0068229173575,-0.00425552780507132,
,,,-0.006770834025,-0.00412989966571331,
,,,-0.0067187506925,-0.00412989966571331,
,,,-0.00666666736,-0.00412989966571331,
,,,-0.0066145840275,-0.00412989966571331,
,,,-0.006562500695,-0.00425552780507132,
,,,-0.0065104173625,-0.00412989966571331,
,,,-0.00645833403,-0.00425552780507132,
,,,-0.0064062506975,-0.00425552780507132,
,,,-0.006354167365,-0.00425552780507132,
,,,-0.0063020840325,-0.00412989966571331,
,,,-0.0062500007,-0.00425552780507132,
,,,-0.0061979173675,-0.00425552780507132,
,,,-0.006145834035,-0.00425552780507132,
,,,-0.0060937507025,-0.00425552780507132,
,,,-0.00604166737,-0.00425552780507132,
,,,-0.0059895840375,-0.00425552780507132,
,,,-0.005937500705,-0.00425552780507132,
,,,-0.0058854173725,-0.00425552780507132,
,,,-0.00583333404,-0.00425552780507132,
,,,-0.0057812507075,-0.00425552780507132,
,,,-0.005729167375,-0.00425552780507132,
,,,-0.0056770840425,-0.00425552780507132,
,,,-0.00562500071,-0.00425552780507132,
,,,-0.0055729173775,-0.00438115594442934,
,,,-0.005520834045,-0.00425552780507132,
,,,-0.0054687507125,-0.00425552780507132,
,,,-0.00541666738,-0.00425552780507132,
,,,-0.0053645840475,-0.00425552780507132,
,,,-0.005312500715,-0.00425552780507132,
,,,-0.0052604173825,-0.00425552780507132,
,,,-0.00520833405,-0.00425552780507132,
,,,-0.0051562507175,-0.00425552780507132,
,,,-0.005104167385,-0.00425552780507132,
,,,-0.0050520840525,-0.00425552780507132,
,,,-0.00500000072,-0.00425552780507132,
,,,-0.0049479173875,-0.00425552780507132,
,,,-0.004895834055,-0.00412989966571331,
,,,-0.0048437507225,-0.00425552780507132,
,,,-0.00479166739,-0.00425552780507132,
,,,-0.0047395840575,-0.00412989966571331,
,,,-0.004687500725,-0.00425552780507132,
,,,-0.0046354173925,-0.00425552780507132,
,,,-0.00458333406,-0.00425552780507132,
,,,-0.0045312507275,-0.00412989966571331,
,,,-0.004479167395,-0.00412989966571331,
,,,-0.0044270840625,-0.00412989966571331,
,,,-0.00437500073,-0.00425552780507132,
,,,-0.0043229173975,-0.00412989966571331,
,,,-0.004270834065,-0.00412989966571331,
,,,-0.0042187507325,-0.00425552780507132,
,,,-0.0041666674,-0.00412989966571331,
,,,-0.0041145840675,-0.00412989966571331,
,,,-0.004062500735,-0.00412989966571331,
,,,-0.0040104174025,-0.00425552780507132,
,,,-0.00395833407,-0.00425552780507132,
,,,-0.0039062507375,-0.00425552780507132,
,,,-0.003854167405,-0.00425552780507132,
,,,-0.0038020840725,-0.00412989966571331,
,,,-0.00375000074,-0.00425552780507132,
,,,-0.0036979174075,-0.00425552780507132,
,,,-0.003645834075,-0.00425552780507132,
,,,-0.0035937507425,-0.00425552780507132,
,,,-0.00354166741,-0.00425552780507132,
,,,-0.0034895840775,-0.00425552780507132,
,,,-0.003437500745,-0.00425552780507132,
,,,-0.0033854174125,-0.00425552780507132,
,,,-0.00333333408,-0.00425552780507132,
,,,-0.0032812507475,-0.00412989966571331,
,,,-0.003229167415,-0.00425552780507132,
,,,-0.0031770840825,-0.00412989966571331,
,,,-0.00312500075,-0.00412989966571331,
,,,-0.0030729174175,-0.00412989966571331,
,,,-0.003020834085,-0.00425552780507132,
,,,-0.0029687507525,-0.00425552780507132,
,,,-0.00291666742,-0.00425552780507132,
,,,-0.0028645840875,-0.00412989966571331,
,,,-0.002812500755,-0.00412989966571331,
,,,-0.0027604174225,-0.00425552780507132,
,,,-0.00270833409,-0.00412989966571331,
,,,-0.0026562507575,-0.00425552780507132,
,,,-0.002604167425,-0.00425552780507132,
,,,-0.0025520840925,-0.00425552780507132,
,,,-0.00250000076,-0.00412989966571331,
,,,-0.0024479174275,-0.00412989966571331,
,,,-0.002395834095,-0.00425552780507132,
,,,-0.0023437507625,-0.00412989966571331,
,,,-0.00229166743,-0.00425552780507132,
,,,-0.0022395840975,-0.00412989966571331,
,,,-0.002187500765,-0.00412989966571331,
,,,-0.0021354174325,-0.00412989966571331,
,,,-0.0020833341,-0.00412989966571331,
,,,-0.0020312507675,-0.00425552780507132,
,,,-0.001979167435,-0.00425552780507132,
,,,-0.0019270841025,-0.00412989966571331,
,,,-0.00187500077,-0.00425552780507132,
,,,-0.0018229174375,-0.00412989966571331,
,,,-0.001770834105,-0.00425552780507132,
,,,-0.0017187507725,-0.00425552780507132,
,,,-0.00166666744,-0.00425552780507132,
,,,-0.0016145841075,-0.00412989966571331,
,,,-0.001562500775,-0.00412989966571331,
,,,-0.0015104174425,-0.00412989966571331,
,,,-0.00145833411,-0.00425552780507132,
,,,-0.0014062507775,-0.00412989966571331,
,,,-0.001354167445,-0.00412989966571331,
,,,-0.0013020841125,-0.00412989966571331,
,,,-0.00125000078,-0.00412989966571331,
,,,-0.0011979174475,-0.00425552780507132,
,,,-0.001145834115,-0.00412989966571331,
,,,-0.0010937507825,-0.00412989966571331,
,,,-0.00104166745,-0.00425552780507132,
,,,-0.000989584117499998,-0.00425552780507132,
,,,-0.000937500785,-0.00425552780507132,
,,,-0.000885417452499999,-0.00412989966571331,
,,,-0.000833334119999998,-0.00425552780507132,
,,,-0.0007812507875,-0.00425552780507132,
,,,-0.000729167454999999,-0.00412989966571331,
,,,-0.000677084122499998,-0.00412989966571331,
,,,-0.00062500079,-0.00425552780507132,
,,,-0.000572917457499999,-0.00412989966571331,
,,,-0.000520834124999998,-0.00425552780507132,
,,,-0.0004687507925,-0.00412989966571331,
,,,-0.000416667459999999,-0.00412989966571331,
,,,-0.000364584127499998,-0.00425552780507132,
,,,-0.000312500795,-0.00425552780507132,
,,,-0.000260417462499999,-0.00425552780507132,
,,,-0.000208334129999998,-0.00412989966571331,
,,,-0.0001562507975,-0.00412989966571331,
,,,-0.000104167464999999,-0.00412989966571331,
,,,-5.20841324999979E-05,-0.00425552780507132,
,,,-8.00000000272805E-10,-0.255260550242383,
,,,5.20825325000009E-05,-0.263426379300654,
,,,0.000104165865000002,-0.166315827576909,
,,,0.0001562491975,0.0639605518663302,
,,,0.000208332530000001,0.243106278590858,
,,,0.000260415862500002,0.247126379050314,
,,,0.000312499195,0.247126379050314,
,,,0.000364582527500001,0.247126379050314,
,,,0.000416665860000002,0.247126379050314,
,,,0.000468749192500003,0.247126379050314,
,,,0.000520832525000001,0.247126379050314,
,,,0.000572915857500002,0.247126379050314,
,,,0.000624999190000003,0.247126379050314,
,,,0.000677082522500001,0.247126379050314,
,,,0.000729165855000002,0.247126379050314,
,,,0.000781249187500003,0.247126379050314,
,,,0.000833332520000001,0.247126379050314,
,,,0.000885415852500002,0.247126379050314,
,,,0.000937499185000003,0.247126379050314,
,,,0.0009895825175,0.247126379050314,
,,,0.00104166585,0.247126379050314,
,,,0.0010937491825,0.247126379050314,
,,,0.001145832515,0.247126379050314,
,,,0.0011979158475,0.247126379050314,
,,,0.00124999918,0.247126379050314,
,,,0.0013020825125,0.247126379050314,
,,,0.001354165845,0.247126379050314,
,,,0.0014062491775,0.247126379050314,
,,,0.00145833251,0.247126379050314,
,,,0.0015104158425,0.247126379050314,
,,,0.001562499175,0.247126379050314,
,,,0.0016145825075,0.247126379050314,
,,,0.00166666584,0.247126379050314,
,,,0.0017187491725,0.247126379050314,
,,,0.001770832505,0.247126379050314,
,,,0.0018229158375,0.247126379050314,
,,,0.00187499917,0.247126379050314,
,,,0.0019270825025,0.247126379050314,
,,,0.001979165835,0.247126379050314,
,,,0.0020312491675,0.247126379050314,
,,,0.0020833325,0.247126379050314,
,,,0.0021354158325,0.247126379050314,
,,,0.002187499165,0.247126379050314,
,,,0.0022395824975,0.247126379050314,
,,,0.00229166583,0.247126379050314,
,,,0.0023437491625,0.247126379050314,
,,,0.002395832495,0.247126379050314,
,,,0.0024479158275,0.247126379050314,
,,,0.00249999916,0.247126379050314,
,,,0.0025520824925,0.247126379050314,
,,,0.002604165825,0.247126379050314,
,,,0.0026562491575,0.247126379050314,
,,,0.00270833249,0.247126379050314,
,,,0.0027604158225,0.247126379050314,
,,,0.002812499155,0.247126379050314,
,,,0.0028645824875,0.247126379050314,
,,,0.00291666582,0.247126379050314,
,,,0.0029687491525,0.247126379050314,
,,,0.003020832485,0.247126379050314,
,,,0.0030729158175,0.247126379050314,
,,,0.00312499915,0.247126379050314,
,,,0.0031770824825,0.247126379050314,
,,,0.003229165815,0.247126379050314,
,,,0.0032812491475,0.247126379050314,
,,,0.00333333248,0.247126379050314,
,,,0.0033854158125,0.247126379050314,
,,,0.003437499145,0.247126379050314,
,,,0.0034895824775,0.247126379050314,
,,,0.00354166581,0.247126379050314,
,,,0.0035937491425,0.247126379050314,
,,,0.003645832475,0.247126379050314,
,,,0.0036979158075,0.247126379050314,
,,,0.00374999914,0.247126379050314,
,,,0.0038020824725,0.247126379050314,
,,,0.003854165805,0.247126379050314,
,,,0.0039062491375,0.247126379050314,
,,,0.00395833247,0.247126379050314,
,,,0.0040104158025,0.247126379050314,
,,,0.004062499135,0.247126379050314,
,,,0.0041145824675,0.247126379050314,
,,,0.0041666658,0.247126379050314,
,,,0.0042187491325,0.247126379050314,
,,,0.004270832465,0.247126379050314,
,,,0.0043229157975,0.247126379050314,
,,,0.00437499913,0.247126379050314,
,,,0.0044270824625,0.247126379050314,
,,,0.004479165795,0.247126379050314,
,,,0.0045312491275,0.247126379050314,
,,,0.00458333246,0.247126379050314,
,,,0.0046354157925,0.247126379050314,
,,,0.004687499125,0.247126379050314,
,,,0.0047395824575,0.247126379050314,
,,,0.00479166579,0.247126379050314,
,,,0.0048437491225,0.247126379050314,
,,,0.004895832455,0.247126379050314,
,,,0.0049479157875,0.247126379050314,
,,,0.00499999912,0.247126379050314,
,,,0.0050520824525,0.247126379050314,
,,,0.005104165785,0.247126379050314,
,,,0.0051562491175,0.247126379050314,
,,,0.00520833245,0.247126379050314,
,,,0.0052604157825,0.247126379050314,
,,,0.005312499115,0.247126379050314,
,,,0.0053645824475,0.247126379050314,
,,,0.00541666578,0.247126379050314,
,,,0.0054687491125,0.247126379050314,
,,,0.005520832445,0.247126379050314,
,,,0.0055729157775,0.247126379050314,
,,,0.00562499911,0.247126379050314,
,,,0.0056770824425,0.247126379050314,
,,,0.005729165775,0.247126379050314,
,,,0.0057812491075,0.247126379050314,
,,,0.00583333244,0.247126379050314,
,,,0.0058854157725,0.247126379050314,
,,,0.005937499105,0.247126379050314,
,,,0.0059895824375,0.247126379050314,
,,,0.00604166577,0.247126379050314,
,,,0.0060937491025,0.247126379050314,
,,,0.006145832435,0.247126379050314,
,,,0.0061979157675,0.247126379050314,
,,,0.0062499991,0.247126379050314,
,,,0.0063020824325,0.247126379050314,
,,,0.006354165765,0.247126379050314,
,,,0.0064062490975,0.247126379050314,
,,,0.00645833243,0.247126379050314,
,,,0.0065104157625,0.247126379050314,
,,,0.006562499095,0.247126379050314,
,,,0.0066145824275,0.247126379050314,
,,,0.00666666576,0.247126379050314,
,,,0.0067187490925,0.247126379050314,
,,,0.006770832425,0.247126379050314,
,,,0.0068229157575,0.247126379050314,
,,,0.00687499909,0.247126379050314,
,,,0.0069270824225,0.247126379050314,
,,,0.006979165755,0.247126379050314,
,,,0.0070312490875,0.247126379050314,
,,,0.00708333242,0.247126379050314,
,,,0.0071354157525,0.247126379050314,
,,,0.007187499085,0.247126379050314,
,,,0.0072395824175,0.247126379050314,
,,,0.00729166575,0.247126379050314,
,,,0.0073437490825,0.247126379050314,
,,,0.007395832415,0.247126379050314,
,,,0.0074479157475,0.247126379050314,
,,,0.00749999908,0.247126379050314,
,,,0.0075520824125,0.247126379050314,
,,,0.007604165745,0.247126379050314,
,,,0.0076562490775,0.247126379050314,
,,,0.00770833241,0.247126379050314,
,,,0.0077604157425,0.247126379050314,
,,,0.007812499075,0.247126379050314,
,,,0.0078645824075,0.247126379050314,
,,,0.00791666574,0.247126379050314,
